accession	accession.version	taxid	gi
X60341	X60341.1	10090	55385
X60340	X60340.1	10090	55386
X53522	X53522.1	10090	55395
X17507	X17507.1	10090	55398
X17508	X17508.1	10090	55399
X00433	X00433.1	10090	55400
X00523	X00523.1	10090	55401
X03489	X03489.1	10090	55405
X56397	X56397.1	10090	55407
X58143	X58143.1	9995	55421
X58144	X58144.1	9995	55422
X56842	X56842.1	10090	55433
X53824	X53824.1	10090	55439
X53825	X53825.1	10090	55441
X62932	X62932.1	10090	55443
X07969	X07969.1	10090	55445
X07968	X07968.1	10090	55446
V01531	V01531.1	10090	55449
X57621	X57621.1	10090	55450
V00857	V00857.1	10090	55452
X13781	X13781.1	10090	55467
X53250	X53250.1	10090	55468
X55126	X55126.1	10090	55470
X57961	X57961.1	10090	55488
X15878	X15878.1	10095	55497
X56207	X56207.1	10038	55502
X56205	X56205.1	10038	55503
X56206	X56206.1	10038	55504
X60551	X60551.1	10090	55509
X14686	X14686.1	10095	55513
X63861	X63861.1	10036	55521
X64411	X64411.1	10116	55534
X51318	X51318.1	10116	55536
X16481	X16481.1	10116	55538
X14159	X14159.1	10116	55540
X51820	X51820.1	10116	55541
X07821	X07821.1	10116	55545
X07822	X07822.1	10116	55546
X07823	X07823.1	10116	55547
X07824	X07824.1	10116	55548
X13424	X13424.1	10116	55553
X16556	X16556.1	10118	55556
X52984	X52984.1	10116	55561
X65468	X65468.1	10116	55608
X05093	X05093.1	10116	55610
X52017	X52017.1	10116	55621
X65948	X65948.1	10116	55623
X06984	X06984.1	10116	55634
X07768	X07768.1	10116	55704
X68877	X68877.1	10116	55724
X68878	X68878.1	10116	55726
X54210	X54210.1	10116	55745
X00558	X00558.1	10116	55746
X05884	X05884.1	10116	55758
X54645	X54645.1	10116	55768
X67859	X67859.1	10116	55778
X14113	X14113.1	10116	55782
X12954	X12954.1	10116	55783
X12955	X12955.1	10116	55784
X12956	X12956.1	10116	55785
X12957	X12957.1	10116	55786
X12958	X12958.1	10116	55787
X12959	X12959.1	10116	55788
X12960	X12960.1	10116	55789
X12961	X12961.1	10116	55790
X12962	X12962.1	10116	55791
X12963	X12963.1	10116	55792
X12964	X12964.1	10116	55793
X14114	X14114.1	10116	55794
X14115	X14115.1	10116	55795
X14116	X14116.1	10116	55796
X14117	X14117.1	10116	55797
X14118	X14118.1	10116	55798
X14119	X14119.1	10116	55799
X14120	X14120.1	10116	55800
X14121	X14121.1	10116	55801
X14122	X14122.1	10116	55802
X14123	X14123.1	10116	55803
X14124	X14124.1	10116	55804
X65191	X65191.1	10116	55813
X57228	X57228.1	10116	55818
X16291	X16291.1	10116	55832
X58294	X58294.1	10116	55837
X57115	X57115.1	10116	55850
X04271	X04271.1	10116	55851
Z12019	Z12019.1	10116	55858
X14265	X14265.1	10116	55866
X14264	X14264.1	10116	55868
X03584	X03584.1	10116	55872
X03586	X03586.1	10116	55875
X03587	X03587.1	10116	55877
X03588	X03588.1	10116	55878
X03589	X03589.1	10116	55880
X54737	X54737.1	10116	55891
X61394	X61394.1	10116	55893
X64827	X64827.1	10116	55899
X62431	X62431.1	10116	55903
X55288	X55288.1	10116	55905
X53517	X53517.1	10116	55911
X66845	X66845.1	10116	55923
X12744	X12744.1	10116	55931
X13195	X13195.1	10117	55954
X54806	X54806.1	10116	55955
X05038	X05038.1	10116	55964
X17457	X17457.1	10116	55968
X66209	X66209.1	10116	55974
X57970	X57970.1	10116	55976
X16489	X16489.1	10116	55988
Z15158	Z15158.1	10116	56006
X58499	X58499.1	10116	56022
X54080	X54080.1	10116	56024
Y00410	Y00410.1	10116	56026
X62086	X62086.1	10116	56037
X01966	X01966.1	10116	56048
X54531	X54531.1	10116	56053
X60002	X60002.1	10116	56058
X56060	X56060.1	10116	56062
X56065	X56065.1	10116	56063
X56306	X56306.1	10116	56067
X66140	X66140.1	10116	56069
X61043	X61043.1	10116	56079
X12748	X12748.1	10117	56083
X59014	X59014.1	10117	56090
X62322	X62322.1	10116	56108
X59831	X59831.1	10116	56116
X59832	X59832.1	10116	56118
X57764	X57764.1	10116	56122
X16321	X16321.1	10116	56124
X54671	X54671.1	10116	56129
X07000	X07000.1	10116	56137
X63446	X63446.1	10116	56139
X57018	X57018.1	10116	56145
X52196	X52196.1	10116	56167
X57514	X57514.1	10116	56175
X51991	X51991.1	10116	56177
X51992	X51992.1	10116	56179
X63324	X63324.1	10116	56181
X57573	X57573.1	10116	56183
X57572	X57572.1	10116	56185
X03518	X03518.1	10116	56209
X65366	X65366.1	10116	56220
X12967	X12967.1	10116	56221
X60198	X60198.1	10116	56234
Z19564	Z19564.1	10116	56237
X05613	X05613.1	10116	56247
X06701	X06701.1	10116	56251
Z11712	Z11712.1	10116	56273
Z11713	Z11713.1	10116	56275
Z11714	Z11714.1	10116	56277
Z11715	Z11715.1	10116	56279
Z11548	Z11548.1	10116	56281
Z17238	Z17238.1	10116	56285
Z17239	Z17239.1	10116	56287
X54655	X54655.1	10116	56289
X54656	X54656.1	10116	56291
X00706	X00706.1	10116	56293
Z11558	Z11558.1	10116	56294
X06150	X06150.1	10116	56298
X65747	X65747.1	10116	56301
X68980	X68980.1	10116	56303
X56448	X56448.1	10117	56305
X59249	X59249.1	10116	56307
X63574	X63574.1	10116	56315
V01238	V01238.1	10116	56320
Y00489	Y00489.1	10116	56324
X00520	X00520.1	10116	56329
X67669	X67669.1	10116	56343
X54400	X54400.1	10116	56353
X61934	X61934.1	10116	56357
X61935	X61935.1	10116	56359
X17367	X17367.1	10116	56362
X62875	X62875.1	10116	56366
X55955	X55955.1	10116	56369
X57133	X57133.1	10117	56371
X62084	X62084.1	10116	56375
X53585	X53585.1	10116	56380
X54793	X54793.1	10116	56382
X56917	X56917.1	10116	56388
X65036	X65036.1	10116	56392
X52821	X52821.1	10116	56396
X02326	X02326.1	10116	56403
X02327	X02327.1	10116	56406
X00923	X00923.1	10116	56408
X13416	X13416.1	10117	56410
X68782	X68782.1	10116	56442
X52421	X52421.1	10116	56444
X60291	X60291.1	10116	56455
X55246	X55246.1	10116	56468
X55179	X55179.1	10116	56471
X55180	X55180.1	10116	56473
X53087	X53087.1	10116	56481
X53088	X53088.1	10116	56482
X53089	X53089.1	10116	56483
X56159	X56159.1	10116	56499
X58375	X58375.1	10116	56503
X61677	X61677.1	10116	56507
Z11581	Z11581.1	10116	56509
X13671	X13671.1	10116	56513
X13672	X13672.1	10116	56514
X05455	X05455.1	10116	56515
X05456	X05456.1	10116	56516
X05457	X05457.1	10116	56517
X05458	X05458.1	10116	56518
X05704	X05704.1	10116	56529
X05705	X05705.1	10116	56530
X05706	X05706.1	10116	56531
V01251	V01251.1	10116	56545
X54626	X54626.1	10116	56552
X07686	X07686.1	10116	56554
X07687	X07687.1	10116	56556
X00711	X00711.1	10116	56574
X14765	X14765.1	10116	56577
X05262	X05262.1	10116	56585
X53581	X53581.1	10116	56586
X61925	X61925.1	10116	56599
X16379	X16379.1	10116	56605
X63419	X63419.1	10116	56613
X06554	X06554.1	10116	56614
X66840	X66840.1	10116	56618
X54100	X54100.1	10116	56624
X55985	X55985.1	10117	56638
X55986	X55986.1	10117	56640
X57569	X57569.1	10116	56646
X16979	X16979.1	10116	56659
X14726	X14726.1	10116	56684
X03855	X03855.1	10116	56685
X03856	X03856.1	10116	56686
X03857	X03857.1	10116	56687
X55995	X55995.1	10116	56688
X59696	X59696.1	10116	56694
X04683	X04683.1	10116	56696
X05477	X05477.1	10116	56697
X52840	X52840.1	10116	56702
X54614	X54614.1	10116	56704
X64139	X64139.1	10116	56705
X56551	X56551.1	10116	56707
X57523	X57523.1	10116	56716
X63854	X63854.1	10116	56718
X59149	X59149.1	10116	56740
X57281	X57281.1	10116	56743
X13167	X13167.1	10118	56749
X56541	X56541.2	10116	4468964
X15834	X15834.1	10116	56759
X53233	X53233.1	10116	56761
X53234	X53234.1	10116	56762
X65227	X65227.1	10116	56764
X63281	X63281.1	10116	56766
X59008	X59008.1	10116	56770
X03838	X03838.1	10116	56774
X04084	X04084.1	10116	56775
X03259	X03259.1	10116	56777
X03260	X03260.1	10116	56778
X63995	X63995.1	10116	56779
X59429	X59429.1	10116	56782
X67302	X67302.1	10116	56784
X13417	X13417.1	10116	56788
X55519	X55519.1	10116	56791
X54640	X54640.1	10116	56808
X01849	X01849.1	10116	56810
X55446	X55446.1	10116	56824
X64022	X64022.1	10116	56831
X59685	X59685.1	10116	56836
X59686	X59686.1	10116	56838
X59687	X59687.1	10116	56840
X59689	X59689.1	10116	56844
X05702	X05702.1	10116	56846
X65496	X65496.1	10116	56847
X65497	X65497.1	10116	56849
X57080	X57080.1	10116	56875
X58865	X58865.1	10116	56886
X52613	X52613.1	10116	56894
X56085	X56085.1	10116	56906
X57081	X57081.1	10116	56907
X62953	X62953.1	10116	56908
X57986	X57986.1	10117	56911
X51529	X51529.1	10116	56930
X55186	X55186.1	10116	56942
X03171	X03171.1	10116	56945
X53736	X53736.1	10116	56973
X53737	X53737.1	10116	56974
X53738	X53738.1	10116	56975
X66073	X66073.1	10116	56980
V01257	V01257.1	10116	56981
V01258	V01258.1	10116	56983
V01259	V01259.1	10116	56985
V01260	V01260.1	10116	56987
V01261	V01261.1	10116	56989
V01262	V01262.1	10116	56991
X52783	X52783.1	10116	56997
X60789	X60789.1	10116	57001
X60790	X60790.1	10116	57003
X04991	X04991.1	10116	57011
X04990	X04990.1	10116	57012
X61901	X61901.1	10116	57015
X61902	X61902.1	10116	57016
X61903	X61903.1	10116	57017
X61904	X61904.1	10116	57018
X61905	X61905.1	10116	57019
X61906	X61906.1	10116	57020
X61908	X61908.1	10116	57021
X61907	X61907.1	10116	57022
X61909	X61909.1	10116	57023
X61910	X61910.1	10116	57024
X61911	X61911.1	10116	57025
X61912	X61912.1	10116	57026
X61913	X61913.1	10116	57027
X56133	X56133.1	10116	57028
X54081	X54081.1	10116	57030
X54082	X54082.1	10116	57032
X54083	X54083.1	10116	57033
X02822	X02822.1	10116	57042
X00170	X00170.1	10116	57047
X05699	X05699.1	10116	57048
X05473	X05473.1	10116	57049
X05700	X05700.1	10116	57055
X05701	X05701.1	10116	57056
X04528	X04528.1	10116	57057
X03786	X03786.1	10116	57058
X06261	X06261.1	10116	57059
X06262	X06262.1	10116	57060
X06263	X06263.1	10116	57061
X06264	X06264.1	10116	57062
X62277	X62277.1	10116	57063
X61487	X61487.1	10116	57065
X61149	X61149.1	10116	57074
X57007	X57007.1	10117	57077
X03773	X03773.1	10116	57081
X03093	X03093.1	10116	57082
X03094	X03094.1	10116	57083
X03095	X03095.1	10116	57084
X03096	X03096.1	10116	57085
X54616	X54616.1	10116	57088
X54617	X54617.1	10116	57091
X54615	X54615.1	10116	57093
X53594	X53594.1	10116	57094
V01265	V01265.1	10116	57096
X00218	X00218.1	10116	57097
X00220	X00220.1	10116	57098
X00219	X00219.1	10116	57099
V01267	V01267.1	10116	57102
X01846	X01846.1	10116	57104
X67303	X67303.1	10116	57106
X60212	X60212.1	10116	57110
X56846	X56846.1	10116	57140
X60744	X60744.1	10116	57144
X00244	X00244.1	10116	57147
X00722	X00722.1	10116	57148
X01117	X01117.1	10116	57149
X03694	X03694.1	10116	57150
X03695	X03695.1	10116	57151
X56596	X56596.1	10116	57152
X61486	X61486.1	10116	57173
X15353	X15353.1	10116	57177
V01570	V01570.1	10116	57185
X61775	X61775.1	10116	57186
X61776	X61776.1	10116	57187
X61777	X61777.1	10116	57188
X61772	X61772.1	10116	57189
X61773	X61773.1	10116	57190
X61774	X61774.1	10116	57193
X61779	X61779.1	10116	57195
X61783	X61783.1	10116	57196
X61780	X61780.1	10116	57197
X61784	X61784.1	10116	57198
X61781	X61781.1	10116	57199
X61782	X61782.1	10116	57200
X61785	X61785.1	10116	57201
X61789	X61789.1	10116	57202
X61790	X61790.1	10116	57203
X61786	X61786.1	10116	57204
X61787	X61787.1	10116	57205
X61788	X61788.1	10116	57206
X61791	X61791.1	10116	57207
X61792	X61792.1	10116	57218
X61793	X61793.1	10116	57219
X61794	X61794.1	10116	57220
X59037	X59037.1	10116	57222
X59132	X59132.1	10116	57228
X16359	X16359.1	10116	57234
X16362	X16362.1	10116	57236
X60769	X60769.1	10116	57238
X13231	X13231.1	10116	57240
X52467	X52467.1	10116	57256
X03607	X03607.1	10116	57258
X03608	X03608.1	10116	57259
X03609	X03609.1	10116	57260
X03610	X03610.1	10116	57261
X03611	X03611.1	10116	57262
X03612	X03612.1	10116	57263
X03593	X03593.1	10116	57264
X03594	X03594.1	10116	57265
X03595	X03595.1	10116	57266
X03596	X03596.1	10116	57267
X03597	X03597.1	10116	57268
X03598	X03598.1	10116	57269
X03599	X03599.1	10116	57270
X03600	X03600.1	10116	57271
X59254	X59254.1	10116	57282
X16360	X16360.1	10116	57288
X16361	X16361.1	10116	57297
X16363	X16363.1	10116	57298
X15635	X15635.1	10116	57302
X66842	X66842.1	10116	57304
X52965	X52965.1	10116	57316
X60651	X60651.1	10116	57323
X60833	X60833.1	10116	57331
X61184	X61184.1	10116	57332
X61485	X61485.1	10116	57336
X64600	X64600.1	10116	57350
X59962	X59962.1	10116	57352
X04914	X04914.1	10116	57355
X54173	X54173.1	10116	57364
X06162	X06162.1	10116	57368
X05145	X05145.1	10116	57375
X17196	X17196.1	10116	57379
X70706	X70706.1	10116	57380
X61170	X61170.1	10116	57384
X05085	X05085.1	10116	57387
X00704	X00704.1	10116	57397
X00708	X00708.1	10116	57398
X04545	X04545.1	10116	57399
X04546	X04546.1	10116	57400
X00710	X00710.1	10116	57401
X02685	X02685.1	10116	57402
X59012	X59012.1	10117	57412
X59013	X59013.1	10117	57414
X53858	X53858.1	10116	57422
X12933	X12933.1	10116	57430
X12934	X12934.1	10116	57431
X12935	X12935.1	10116	57432
X12936	X12936.1	10116	57433
X12931	X12931.1	10116	57434
X12932	X12932.1	10116	57435
X04212	X04212.1	10116	57436
X02717	X02717.1	10116	57437
X02718	X02718.1	10116	57438
X02722	X02722.1	10116	57439
X02719	X02719.1	10116	57440
X02720	X02720.1	10116	57441
X02721	X02721.1	10116	57442
X04214	X04214.1	10116	57443
X65651	X65651.1	10116	57456
Y00350	Y00350.1	10116	57464
X63434	X63434.1	10116	57465
Y07531	Y07531.1	10116	57470
X52016	X52016.1	10116	57473
X56546	X56546.1	10116	57477
V01276	V01276.1	10116	57487
X01637	X01637.1	10116	57489
X01154	X01154.1	10116	57495
X01155	X01155.1	10116	57497
X01156	X01156.1	10116	57499
X64053	X64053.1	10116	57505
X58631	X58631.1	10118	57507
X62944	X62944.1	10117	57509
X51980	X51980.1	10117	57511
X54249	X54249.1	10117	57517
X54250	X54250.1	10117	57519
X64052	X64052.1	10117	57521
X63375	X63375.1	10117	57523
X59949	X59949.1	10117	57528
X51648	X51648.1	10117	57532
X17595	X17595.1	10117	57535
X59736	X59736.1	10117	57536
X59737	X59737.1	10117	57538
X54635	X54635.1	10117	57540
X58023	X58023.1	10117	57541
X51615	X51615.1	10117	57545
X12595	X12595.1	10117	57546
X17458	X17458.1	10117	57548
X65296	X65296.1	10117	57553
X65294	X65294.1	10117	57555
X65295	X65295.1	10117	57557
X07267	X07267.1	10117	57570
X16726	X16726.1	10117	57575
X63959	X63959.1	10117	57583
X66563	X66563.1	10117	57584
X66564	X66564.1	10117	57585
X66565	X66565.1	10117	57586
X66566	X66566.1	10117	57587
X66567	X66567.1	10117	57588
X66568	X66568.1	10117	57590
X66569	X66569.1	10117	57591
X66570	X66570.1	10117	57592
X66571	X66571.1	10117	57593
X66572	X66572.1	10117	57594
X66573	X66573.1	10117	57595
X66574	X66574.1	10117	57596
X66575	X66575.1	10117	57597
X66576	X66576.1	10117	57598
X66577	X66577.1	10117	57599
X61381	X61381.1	10117	57604
X52845	X52845.1	10117	57608
X56748	X56748.1	10117	57609
Z11875	Z11875.1	10117	57611
X53258	X53258.1	10117	57612
X59996	X59996.1	10117	57614
X60351	X60351.1	10117	57616
X60370	X60370.1	10116	57618
X53455	X53455.1	10117	57619
X53052	X53052.1	10117	57621
X17044	X17044.1	10117	57623
X17045	X17045.1	10117	57624
X17046	X17046.1	10117	57625
X17048	X17048.1	10117	57626
X17049	X17049.1	10117	57627
X17050	X17050.1	10117	57628
X17047	X17047.1	10117	57629
X06712	X06712.1	10117	57638
X57988	X57988.1	10117	57644
X61668	X61668.1	10117	57646
X62841	X62841.1	10116	57648
X62839	X62839.1	10117	57650
X62840	X62840.1	10117	57652
X63089	X63089.1	10117	57658
X13792	X13792.1	10117	57659
X59608	X59608.1	10117	57660
X55326	X55326.1	10117	57661
X53687	X53687.1	10117	57663
X51763	X51763.1	10117	57668
X62528	X62528.1	10116	57670
X55298	X55298.1	10116	57672
X63594	X63594.1	10117	57673
X55153	X55153.1	10117	57675
X58389	X58389.1	10117	57681
X15216	X15216.1	10117	57685
X58200	X58200.1	10117	57687
X62145	X62145.1	10117	57703
X57432	X57432.1	10117	57717
X60660	X60660.1	10117	57731
X60658	X60658.1	10117	57733
X60661	X60661.1	10117	57735
X60659	X60659.1	10117	57737
X62316	X62316.1	10117	57739
X63253	X63253.1	10117	57742
X66380	X66380.1	10117	57750
X14319	X14319.1	10117	57755
X59447	X59447.1	10117	57757
X52777	X52777.1	10117	57764
X52779	X52779.1	10117	57766
X52780	X52780.1	10117	57767
X52781	X52781.1	10117	57768
Z11932	Z11932.1	10117	57769
X63911	X63911.1	10117	57771
X62295	X62295.1	10117	57773
X17464	X17464.1	10117	57775
X58550	X58550.2	10118	5869953
X14182	X14182.1	10118	57787
X14183	X14183.1	10118	57789
X15742	X15742.1	10118	57821
X16623	X16623.1	10118	57826
X13813	X13813.1	10116	57844
X15690	X15690.1	10118	57845
X00944	X00944.1	10090	57852
X52445	X52445.1	10116	57857
X52448	X52448.1	10090	57859
X52449	X52449.1	10090	57861
X52915	X52915.1	10090	57865
X52916	X52916.1	10090	57866
X53297	X53297.1	10116	57867
X55309	X55309.1	10090	57875
X55310	X55310.1	10090	57877
X55318	X55318.1	10090	57878
X55507	X55507.1	10090	57880
X55509	X55509.1	10090	57882
X63579	X63579.1	10092	57891
X63580	X63580.1	10092	57892
X63581	X63581.1	10092	57893
X63582	X63582.1	10092	57894
X63583	X63583.1	10092	57895
X63584	X63584.1	10092	57896
X63585	X63585.1	10092	57897
X63586	X63586.1	10092	57898
X63587	X63587.1	10092	57899
X63588	X63588.1	10092	57900
X63589	X63589.1	10092	57901
X63590	X63590.1	10092	57902
X63591	X63591.1	10092	57903
Z15103	Z15103.1	10090	57939
Z19552	Z19552.1	10116	57963
A00004	A00004.1	32630	57971
A00005	A00005.1	32630	57972
A00006	A00006.1	32630	57973
A00008	A00008.1	32630	57974
A00009	A00009.1	32630	57975
A00010	A00010.1	32630	57976
A00011	A00011.1	32630	57977
A00012	A00012.1	32630	57978
A00013	A00013.1	32630	57979
A00014	A00014.1	32630	57980
A00015	A00015.1	32630	57981
A00016	A00016.1	32630	57982
A00017	A00017.1	32630	57983
A00018	A00018.1	32630	57984
A00020	A00020.1	32630	57985
A00023	A00023.1	32630	57986
A00026	A00026.1	32630	57987
A00029	A00029.1	32630	57988
A00137	A00137.1	32630	57989
A00140	A00140.1	32630	57991
A01106	A01106.1	32630	57993
A01109	A01109.1	32630	57995
A01232	A01232.1	32630	57997
X51450	X51450.1	31790	57998
X53394	X53394.1	32630	58006
X51544	X51544.1	32630	58008
X55445	X55445.1	32630	58009
X00802	X00802.1	32630	58021
X54184	X54184.1	32630	58023
X67018	X67018.1	32630	58029
X67019	X67019.1	32630	58032
X07971	X07971.1	32630	58036
X08080	X08080.1	32630	58039
X08078	X08078.1	32630	58042
X08059	X08059.1	32630	58045
X08060	X08060.1	32630	58048
X08077	X08077.1	32630	58051
X53121	X53121.1	32630	58054
X53122	X53122.1	32630	58055
X53123	X53123.1	32630	58056
X53124	X53124.1	32630	58057
X05654	X05654.1	32630	58084
X57479	X57479.1	32630	58085
X05579	X05579.1	32630	58087
X07326	X07326.1	32630	58091
X07327	X07327.1	32630	58092
X07328	X07328.1	32630	58093
X07329	X07329.1	32630	58094
X53125	X53125.1	32630	58106
X53126	X53126.1	32630	58107
X00462	X00462.1	32630	58110
X06035	X06035.1	32630	58112
X04125	X04125.1	31786	58114
X04881	X04881.1	32630	58118
X05580	X05580.1	32630	58121
X53127	X53127.1	32630	58122
X05601	X05601.1	32630	58123
X05046	X05046.1	31811	58124
X05042	X05042.1	31813	58125
X13068	X13068.1	31814	58126
V01487	V01487.1	562	58133
X05868	X05868.1	32630	58134
X13070	X13070.1	31849	58135
X05401	X05401.1	31853	58137
X13074	X13074.1	31855	58138
X05431	X05431.1	32630	58149
X14685	X14685.1	32630	58152
X54317	X54317.1	32630	58154
X16047	X16047.1	32630	58156
V00089	V00089.1	31856	58159
X64410	X64410.1	32630	58160
X64409	X64409.1	32630	58163
X16973	X16973.1	31786	58246
X67811	X67811.1	32630	58247
X66255	X66255.1	32630	58249
X05337	X05337.1	31791	58256
X04996	X04996.1	31806	58261
X04995	X04995.1	31807	58262
X03174	X03174.1	31809	58263
X13003	X13003.1	31823	58266
X14353	X14353.1	32630	58268
X12895	X12895.1	31857	58269
X12896	X12896.1	31857	58270
X05261	X05261.1	32630	58274
X53937	X53937.1	32630	58275
X53938	X53938.1	32630	58276
X53939	X53939.1	32630	58277
X06291	X06291.1	31852	58279
Z12112	Z12112.1	32630	58281
X59891	X59891.1	32630	58302
V01462	V01462.1	31896	58304
X52438	X52438.1	32630	58306
A00211	A00211.1	32644	58310
A00212	A00212.1	32644	58311
A00213	A00213.1	32644	58312
A00795	A00795.1	32644	58315
A00796	A00796.1	32644	58316
A00797	A00797.1	32644	58317
A00798	A00798.1	32644	58318
A00799	A00799.1	32644	58319
X53650	X53650.1	72570	58320
X59420	X59420.1	5039	58322
X03206	X03206.1	4123	58328
X03207	X03207.1	4123	58329
X54956	X54956.1	7243	58338
X55277	X55277.1	7243	58339
X00304	X00304.1	7243	58341
X59433	X59433.1	29727	58342
X56772	X56772.1	9031	58344
X64701	X64701.1	523841	58346
X14441	X14441.1	2252	58361
X61689	X61689.1	2238	58362
X60930	X60930.1	4120	58363
X17553	X17553.1	4120	58377
X68377	X68377.1	2155	58385
X07042	X07042.1	35883	58391
X06939	X06939.1	35883	58392
X07043	X07043.1	35883	58393
X06940	X06940.1	35883	58394
X07044	X07044.1	35883	58395
X57731	X57731.2	47918	13160053
X17389	X17389.1	10117	58404
X61678	X61678.1	9491	58405
A00001	A00001.1	10641	58418
X04311	X04311.1	11029	58421
X55114	X55114.1	46015	58426
X55112	X55112.1	46015	58427
X00726	X00726.1	28282	58466
X14757	X14757.1	28282	58467
V00005	V00005.1	28282	58471
V00034	V00034.1	10519	58534
V00036	V00036.1	10519	58535
V00037	V00037.1	10519	58536
X51800	X51800.1	28282	58543
V01485	V01485.1	10535	58555
V01486	V01486.1	47680	58556
V00041	V00041.1	28282	58568
V00042	V00042.1	28282	58569
V00043	V00043.1	28282	58570
X52209	X52209.1	11861	58571
X52211	X52211.1	11861	58573
X17101	X17101.1	190810	58574
X52226	X52226.1	392810	58576
V00049	V00049.1	12321	58586
V00050	V00050.1	12321	58587
V00051	V00051.1	12321	58588
X00800	X00800.1	11886	58611
V00072	V00072.1	11033	58613
Y00670	Y00670.1	11788	58636
X65192	X65192.1	10497	58645
Z14245	Z14245.1	10497	58647
X62440	X62440.1	10497	58649
X17696	X17696.1	12895	58651
Y00435	Y00435.1	12895	58652
X68563	X68563.1	10497	58653
X58839	X58839.1	1977403	58655
X52198	X52198.1	10524	58660
X00410	X00410.1	307468	58674
X69757	X69757.1	12465	58678
X68392	X68392.1	1714621	58687
X56912	X56912.1	1891762	58692
X56914	X56914.1	1891762	58697
X56911	X56911.1	1891762	58702
X56913	X56913.1	1891762	58707
X14383	X14383.1	35304	58712
X58442	X58442.1	271108	58714
X63614	X63614.1	271108	58718
X59062	X59062.1	10561	58725
X59064	X59064.1	10563	58726
X56784	X56784.1	31589	58735
X57852	X57852.1	10927	58737
V00136	V00136.1	11577	58765
X56016	X56016.1	11156	58774
X52374	X52374.1	11156	58776
X02606	X02606.1	10641	58806
X16673	X16673.1	10649	58807
X57314	X57314.1	10288	58845
