accession	accession.version	taxid	gi
X53523	X53523.1	3871	19140
X15578	X15578.1	3871	19142
X51660	X51660.1	3870	19143
X64201	X64201.1	3864	19147
X52265	X52265.1	4081	19153
X68449	X68449.1	4081	19154
X68448	X68448.1	4081	19155
X06842	X06842.1	4081	19158
X55697	X55697.1	4081	19159
X55193	X55193.1	4081	19161
X59139	X59139.1	4081	19165
X59145	X59145.1	4081	19167
X59146	X59146.1	4081	19169
X60600	X60600.1	4081	19171
X57706	X57706.1	4081	19176
X57707	X57707.1	4081	19177
X60922	X60922.1	4081	19178
X15258	X15258.1	4081	19181
X58885	X58885.1	4081	19203
X63093	X63093.1	4081	19246
X67599	X67599.1	4081	19259
X56138	X56138.1	4081	19261
Z12127	Z12127.1	4081	19274
X60275	X60275.1	4081	19276
X07410	X07410.1	4081	19295
X59004	X59004.1	4081	19303
X59005	X59005.1	4081	19304
X63007	X63007.1	4081	19316
X51576	X51576.1	4081	19344
X52215	X52215.1	4081	19345
X63560	X63560.1	4081	19348
X14412	X14412.1	4081	19350
X14413	X14413.1	4081	19351
X14414	X14414.1	4081	19352
X14415	X14415.1	4081	19353
X14417	X14417.1	4081	19354
X14418	X14418.1	4081	19355
X14419	X14419.1	4081	19356
X60480	X60480.1	4081	19357
X55194	X55194.1	4081	19375
X55195	X55195.1	4081	19377
X60756	X60756.1	4081	19379
X60757	X60757.1	4081	19381
X60758	X60758.1	4081	19383
X60759	X60759.1	4081	19385
X60760	X60760.1	4081	19387
X56040	X56040.1	4081	19391
X14177	X14177.1	4081	19393
X14411	X14411.1	4081	19394
X51447	X51447.1	4081	19395
X58253	X58253.1	4081	19396
X00138	X00138.1	4470	19440
X00139	X00139.1	4470	19441
X13886	X13886.1	4689	19442
X01618	X01618.1	3207	19443
X16805	X16805.1	3873	19444
X54460	X54460.1	3326	19456
X54461	X54461.1	3326	19458
X54462	X54462.1	3326	19460
X54463	X54463.1	3326	19461
X54464	X54464.1	3326	19463
X54465	X54465.1	3326	19465
X51996	X51996.1	3873	19472
X51997	X51997.1	3873	19473
X51998	X51998.1	3873	19474
X51999	X51999.1	3873	19475
X52000	X52000.1	3873	19476
X04987	X04987.1	3873	19477
X05493	X05493.1	3873	19478
X06458	X06458.1	3873	19480
X05082	X05082.1	3873	19483
X06840	X06840.1	4472	19484
X67602	X67602.1	4082	19485
X55347	X55347.1	4082	19487
X57678	X57678.1	4522	19495
X54700	X54700.1	3874	19496
X54701	X54701.1	3874	19497
X54702	X54702.1	3874	19498
X54382	X54382.1	3874	19499
X54384	X54384.1	3874	19502
X54385	X54385.1	3874	19503
X54386	X54386.1	3874	19504
X54699	X54699.1	3874	19505
X54383	X54383.1	3874	19508
X54381	X54381.1	3874	19513
X63304	X63304.1	4707	19515
X56490	X56490.1	4236	19516
X01531	X01531.1	4006	19523
Z12119	Z12119.1	214687	19524
Z12175	Z12175.1	3672	19525
X57682	X57682.1	3673	19527
X63727	X63727.1	3544	19529
X69378	X69378.1	3544	19538
X59930	X59930.1	3878	19546
X54694	X54694.1	3555	19555
X07904	X07904.1	4530	19558
X53711	X53711.1	39946	19559
X05408	X05408.1	3906	19563
X60347	X60347.1	3403	19565
X01617	X01617.1	3197	19567
X15139	X15139.1	13816	19568
X13432	X13432.1	3229	19569
X63376	X63376.1	3879	19572
X59441	X59441.1	3879	19600
X58711	X58711.1	3879	19617
X68126	X68126.1	3751	19651
X05061	X05061.1	3879	19656
X63306	X63306.1	4330	19659
X12512	X12512.1	4092	19674
X16450	X16450.1	4094	19681
X63078	X63078.1	4092	19683
X54742	X54742.1	4092	19686
X64941	X64941.1	4092	19690
X61206	X61206.1	4092	19698
X63542	X63542.1	4092	19701
X55678	X55678.1	4093	19716
X55680	X55680.1	4093	19717
X59789	X59789.1	4093	19718
Y00370	Y00370.1	4093	19721
X58501	X58501.1	4093	19722
X58510	X58510.1	4093	19723
X58511	X58511.1	4093	19724
X58512	X58512.1	4093	19725
X58513	X58513.1	4093	19726
X58502	X58502.1	4093	19727
X58503	X58503.1	4093	19728
X58504	X58504.1	4093	19729
X58505	X58505.1	4093	19730
X58506	X58506.1	4093	19731
X58507	X58507.1	4093	19732
X58508	X58508.1	4093	19733
X58509	X58509.1	4093	19734
X16603	X16603.1	4292	19735
X61737	X61737.1	2966	19736
X61738	X61738.1	2966	19737
X60219	X60219.1	4096	19738
X60007	X60007.1	4096	19742
X66940	X66940.1	4096	19744
X60008	X60008.1	4096	19747
X61113	X61113.1	4096	19753
X51426	X51426.1	4097	19770
X51425	X51425.1	4097	19772
X60058	X60058.1	4097	19812
X60062	X60062.1	4097	19814
X58230	X58230.1	4097	19826
X58229	X58229.1	4097	19836
X62343	X62343.1	4097	19838
X64519	X64519.1	4097	19846
X15224	X15224.1	4097	19854
X15223	X15223.1	4097	19856
X53600	X53600.1	4097	19868
X17274	X17274.1	4097	19881
X58910	X58910.1	4097	19895
X58909	X58909.1	4097	19897
X61679	X61679.1	4097	19899
X61146	X61146.1	4097	19901
X59838	X59838.1	4097	19903
X55354	X55354.1	4097	19910
Z14014	Z14014.1	4097	19916
Z14020	Z14020.1	4097	19918
Z14018	Z14018.1	4097	19920
Z14016	Z14016.1	4097	19922
X06362	X06362.1	4097	19960
X58546	X58546.1	4097	19961
X60281	X60281.1	4097	19963
X58547	X58547.1	4097	19965
X60282	X60282.1	4097	19967
X58548	X58548.1	4081	19975
Z14980	Z14980.1	4097	19989
Z14981	Z14981.1	4097	19991
X64353	X64353.1	4097	19998
X62500	X62500.1	4097	20000
X62425	X62425.1	4097	20002
X61115	X61115.1	4097	20008
X62339	X62339.1	4097	20017
X62368	X62368.1	4097	20019
X68050	X68050.1	4097	20021
X02353	X02353.1	4097	20023
X54430	X54430.1	4097	20025
X54431	X54431.1	4097	20027
X62427	X62427.1	4097	20029
X62426	X62426.1	4097	20031
X60363	X60363.1	4097	20039
X56113	X56113.1	4097	20041
X00360	X00360.1	4097	20049
X00361	X00361.1	4097	20050
Z16403	Z16403.1	4097	20051
Z16404	Z16404.1	4097	20052
X52556	X52556.1	4097	20057
Z11474	Z11474.1	4532	20058
Z11411	Z11411.1	4533	20059
Z11412	Z11412.1	4533	20060
Z11469	Z11469.1	4534	20065
X61739	X61739.1	2969	20068
X61740	X61740.1	2969	20069
Z11470	Z11470.1	4535	20070
Z11471	Z11471.1	4536	20071
Z11413	Z11413.1	4535	20072
Z11472	Z11472.1	4537	20074
Z11473	Z11473.1	4537	20075
Z11414	Z11414.1	4529	20077
Z11475	Z11475.1	4530	20162
X16296	X16296.1	39946	20164
X16297	X16297.1	39946	20168
X64619	X64619.1	39946	20172
X65016	X65016.1	4530	20185
Z12827	Z12827.1	39946	20187
X61626	X61626.1	39946	20191
X54367	X54367.1	4530	20195
Z18809	Z18809.1	3281	20197
X54313	X54313.1	4530	20207
X54314	X54314.1	4530	20209
X54192	X54192.1	4530	20211
X54193	X54193.1	4530	20213
X05662	X05662.1	4530	20216
X52153	X52153.1	4530	20230
X51910	X51910.1	39946	20237
X51911	X51911.1	39946	20239
X53596	X53596.1	39946	20246
X13679	X13679.1	4530	20254
X54194	X54194.1	4530	20259
Z18855	Z18855.1	3281	20260
X60820	X60820.1	4530	20264
X16597	X16597.1	4530	20268
X57558	X57558.1	4530	20269
X15820	X15820.1	39947	20273
X57658	X57658.1	4530	20276
X64620	X64620.1	39946	20278
X54046	X54046.1	39947	20283
X57563	X57563.2	39946	6469490
Z16402	Z16402.1	39946	20309
X64621	X64621.1	39946	20311
X52422	X52422.1	4530	20313
X52423	X52423.1	4530	20314
X52424	X52424.1	4530	20315
X57327	X57327.1	39947	20319
X60374	X60374.1	39947	20342
X60375	X60375.1	39947	20344
X12417	X12417.1	39947	20346
X12418	X12418.1	39947	20347
X12419	X12419.1	39947	20348
X12437	X12437.1	39947	20349
X12438	X12438.1	39947	20350
X12439	X12439.1	39947	20351
X12440	X12440.1	39947	20352
X12441	X12441.1	39947	20353
X12442	X12442.1	39947	20354
X59276	X59276.1	4530	20355
X00755	X00755.1	4530	20359
Z15028	Z15028.1	4530	20373
X58228	X58228.1	39947	20400
X17597	X17597.1	2792	20418
X55383	X55383.1	3527	20421
X05350	X05350.1	4043	20430
X05352	X05352.1	4043	20433
X05351	X05351.1	4043	20434
X05353	X05353.1	4043	20437
X15473	X15473.1	4043	20451
X17462	X17462.1	4043	20453
X15085	X15085.1	4043	20454
X12572	X12572.1	4043	20455
X58698	X58698.1	4043	20460
X55736	X55736.1	4043	20462
X56233	X56233.1	3694	20468
X63307	X63307.1	56897	20494
X63193	X63193.1	3330	20495
X63192	X63192.1	3330	20498
X63308	X63308.1	3366	20502
X51427	X51427.1	4102	20503
X54106	X54106.1	4102	20505
X14598	X14598.1	4102	20539
X60344	X60344.1	4043	20548
X60346	X60346.1	4102	20550
X12991	X12991.1	4102	20566
X12986	X12986.1	4102	20567
X12992	X12992.1	4102	20568
X12987	X12987.1	4102	20569
X12993	X12993.1	4102	20570
X12988	X12988.1	4102	20571
X12994	X12994.1	4102	20572
X12989	X12989.1	4102	20573
X12995	X12995.1	4102	20574
X12990	X12990.1	4102	20575
X12996	X12996.1	4102	20576
X12997	X12997.1	4102	20577
X07928	X07928.1	4102	20578
X07929	X07929.1	4102	20579
X07930	X07930.1	4102	20580
X67165	X67165.1	4102	20586
X67166	X67166.1	4102	20587
Z11437	Z11437.1	4586	20590
X61741	X61741.1	2972	20591
X61742	X61742.1	2972	20592
X61743	X61743.1	2945	20593
X61744	X61744.1	2945	20594
X52051	X52051.1	3159	20595
X63428	X63428.1	4540	20596
X63429	X63429.1	4540	20598
X63430	X63430.1	4540	20600
X16108	X16108.1	2945	20602
X59452	X59452.1	36012	20603
X56985	X56985.1	3240	20604
X56986	X56986.1	3240	20606
Z14142	Z14142.1	2822	20608
Z18289	Z18289.1	2822	20609
X63309	X63309.1	4332	20611
X13421	X13421.1	3885	20612
X13422	X13422.1	3885	20613
X13423	X13423.1	3885	20614
X57665	X57665.1	3888	20625
X57666	X57666.1	3888	20626
X54276	X54276.1	3034	20628
X03074	X03074.1	3888	20629
X68649	X68649.1	3888	20634
X67666	X67666.1	3888	20636
X55032	X55032.1	3034	20646
X63604	X63604.1	3888	20653
X57082	X57082.1	3888	20657
X56538	X56538.1	3888	20668
X60169	X60169.1	3888	20676
X54358	X54358.1	3888	20678
X54359	X54359.1	3888	20680
X54357	X54357.1	3888	20682
X54639	X54639.1	3888	20690
X58578	X58578.1	3349	20694
X58579	X58579.1	3349	20696
X57232	X57232.1	3888	20712
X58024	X58024.1	3888	20718
X64726	X64726.1	3888	20736
X60832	X60832.1	3888	20748
X15936	X15936.1	3888	20749
X54845	X54845.1	3888	20759
X02983	X02983.1	3888	20780
X02984	X02984.1	3888	20781
X58514	X58514.1	3349	20787
X58515	X58515.1	3349	20789
X58516	X58516.1	3349	20791
X58517	X58517.1	3349	20793
X63464	X63464.2	3888	6723873
X63060	X63060.1	3888	20829
X07562	X07562.1	3888	20844
X02614	X02614.1	3888	20849
X68077	X68077.1	3888	20852
X00277	X00277.1	3888	20862
X00279	X00279.1	3888	20863
X00278	X00278.1	3888	20864
X00281	X00281.1	3888	20865
Z11510	Z11510.1	3888	20866
X52048	X52048.1	3161	20884
X15926	X15926.1	3888	20889
X15927	X15927.1	3888	20890
X15928	X15928.1	3888	20891
X15929	X15929.1	3888	20892
X15930	X15930.1	3888	20893
X15931	X15931.1	3888	20894
X15932	X15932.1	3888	20895
X15933	X15933.1	3888	20896
X15934	X15934.1	3888	20897
X15935	X15935.1	3888	20898
X60170	X60170.1	3888	20901
X63537	X63537.1	3888	20906
X04551	X04551.1	3888	20910
X55011	X55011.1	3888	20911
X55012	X55012.1	3888	20913
X55250	X55250.1	2850	20940
X55156	X55156.1	2850	20942
X55157	X55157.1	2850	20944
X55440	X55440.1	3694	20955
X01000	X01000.1	2785	20961
X05540	X05540.1	2785	20962
X01619	X01619.1	3231	20963
X13222	X13222.1	2786	20968
X53500	X53500.1	2822	20969
X06844	X06844.1	3885	20971
X59469	X59469.1	3885	20976
X16637	X16637.1	362698	20992
X00525	X00525.1	10090	53988
V00849	V00849.1	10090	53989
X00686	X00686.1	10090	53990
X00228	X00228.1	10090	53999
X00229	X00229.1	10090	54000
V00850	V00850.1	10090	54001
X13624	X13624.1	10090	54002
X59818	X59818.1	10090	54011
X00836	X00836.1	10090	54012
V00851	V00851.1	10090	54013
X03480	X03480.1	10090	54027
X59799	X59799.1	10090	54037
X13061	X13061.1	10090	54038
X14463	X14463.1	10090	54048
X14462	X14462.1	10090	54049
X14464	X14464.1	10090	54050
X14465	X14465.1	10090	54051
X14466	X14466.1	10090	54052
X14467	X14467.1	10090	54053
X14468	X14468.1	10090	54054
X14469	X14469.1	10090	54055
X14470	X14470.1	10090	54056
X62580	X62580.1	10090	54057
X62581	X62581.1	10090	54059
X61757	X61757.1	10090	54061
X62249	X62249.1	10090	54067
X61756	X61756.1	10090	54068
X61758	X61758.1	10090	54069
X61762	X61762.1	10090	54070
X61759	X61759.1	10090	54071
X61760	X61760.1	10090	54072
X61764	X61764.1	10090	54073
X61763	X61763.1	10090	54074
X61761	X61761.1	10090	54075
X06893	X06893.1	10090	54076
X06894	X06894.1	10090	54077
X06895	X06895.1	10090	54078
X06896	X06896.1	10090	54079
X06897	X06897.1	10090	54080
X06898	X06898.1	10090	54081
X06899	X06899.1	10090	54082
X64656	X64656.1	10090	54091
X64657	X64657.1	10090	54092
X61809	X61809.1	10090	54093
X63175	X63175.1	10090	54100
X59747	X59747.1	10090	54109
X62648	X62648.1	10090	54116
X63743	X63743.1	10090	54123
X04258	X04258.1	10090	54124
Z11664	Z11664.1	10090	54136
Z18959	Z18959.1	10090	54138
Z18960	Z18960.1	10090	54140
Z18961	Z18961.1	10090	54142
Z18962	Z18962.1	10090	54144
Z18963	Z18963.1	10090	54146
Z18957	Z18957.1	10090	54154
Z18958	Z18958.1	10090	54156
X12697	X12697.1	10090	54167
X56786	X56786.1	10090	54172
X56816	X56816.1	10090	54176
X56817	X56817.1	10090	54177
X56818	X56818.1	10090	54178
X56819	X56819.1	10090	54179
X56820	X56820.1	10090	54180
X56821	X56821.1	10090	54181
X56822	X56822.1	10090	54182
X56216	X56216.1	10090	54183
X56217	X56217.1	10090	54184
X03941	X03941.1	10090	54185
X03942	X03942.1	10090	54186
X03943	X03943.1	10090	54187
X03944	X03944.1	10090	54188
X14228	X14228.1	10090	54192
X60687	X60687.1	10090	54195
X67204	X67204.1	10090	54196
X69665	X69665.1	10090	54199
X60184	X60184.1	10090	54200
X62933	X62933.1	10090	54204
X62934	X62934.1	10090	54206
Z11503	Z11503.1	10090	54208
X54067	X54067.1	10090	54209
X57139	X57139.1	10090	54210
X63161	X63161.1	10090	54212
X55532	X55532.1	10090	54218
X16216	X16216.1	10090	54219
X16217	X16217.1	10090	54221
X16218	X16218.1	10090	54227
X16219	X16219.1	10090	54228
X16220	X16220.1	10090	54230
X16221	X16221.1	10090	54232
X16222	X16222.1	10090	54234
X16223	X16223.1	10090	54236
X15147	X15147.1	10090	54238
X16208	X16208.1	10090	54239
X16209	X16209.1	10090	54241
X16212	X16212.1	10090	54249
X16214	X16214.1	10090	54253
X16215	X16215.1	10090	54255
X56123	X56123.1	10090	54257
X64312	X64312.1	10090	54259
X02823	X02823.1	10090	54262
Z12133	Z12133.1	10090	54263
X04330	X04330.1	10090	54266
X06309	X06309.1	10090	54279
X04331	X04331.1	10090	54280
X17227	X17227.1	10090	54282
X17226	X17226.1	10090	54283
X17225	X17225.1	10090	54284
X00933	X00933.1	10090	54306
X00934	X00934.1	10090	54307
X02934	X02934.1	10090	54385
X05736	X05736.1	10090	54391
X02848	X02848.1	10090	54476
X56701	X56701.1	10090	54480
X56703	X56703.1	10090	54482
X56705	X56705.1	10090	54484
X56707	X56707.1	10090	54486
X56712	X56712.1	10090	54488
X56716	X56716.1	10090	54490
X56717	X56717.1	10090	54491
X56719	X56719.1	10090	54493
X56720	X56720.1	10090	54495
X56721	X56721.1	10090	54496
X56722	X56722.1	10090	54497
X05492	X05492.1	10090	54498
X56723	X56723.1	10090	54506
X56724	X56724.1	10090	54507
X56725	X56725.2	10090	5725451
X02862	X02862.1	10090	54511
X03761	X03761.1	10090	54513
X02858	X02858.1	10090	54514
X02859	X02859.1	10090	54516
X03056	X03056.1	10090	54517
X03057	X03057.1	10090	54519
X03058	X03058.1	10090	54521
X03059	X03059.1	10090	54523
X02857	X02857.1	10090	54553
X02843	X02843.1	10090	54555
X03760	X03760.1	10090	54563
X02833	X02833.1	10090	54567
X05737	X05737.1	10090	54594
X05738	X05738.1	10090	54602
X56702	X56702.1	10090	54641
X56704	X56704.1	10090	54643
X56706	X56706.1	10090	54645
X56708	X56708.1	10090	54647
X56709	X56709.1	10090	54649
X56710	X56710.1	10090	54651
X56711	X56711.1	10090	54653
X56713	X56713.1	10090	54655
X56714	X56714.1	10090	54656
X56715	X56715.1	10090	54658
X56718	X56718.1	10090	54660
Z12138	Z12138.1	10090	54661
X03574	X03574.1	10090	54662
X03277	X03277.1	10090	54676
X03279	X03279.1	10090	54677
X13316	X13316.1	10090	54683
X63927	X63927.1	10090	54685
X13314	X13314.1	10090	54687
X64900	X64900.1	10090	54689
X64901	X64901.1	10090	54690
X63933	X63933.1	10090	54691
X15794	X15794.1	10090	54693
X53336	X53336.1	10090	54694
X13315	X13315.1	10090	54695
X63928	X63928.1	10090	54697
X14895	X14895.1	10090	54699
X04315	X04315.1	10090	54700
X04396	X04396.1	10090	54708
X05501	X05501.1	10090	54713
X03983	X03983.1	10090	54714
X03984	X03984.1	10090	54715
X03985	X03985.1	10090	54716
X05502	X05502.1	10090	54717
X64903	X64903.1	10090	54720
X62547	X62547.1	10090	54721
X63929	X63929.1	10090	54722
Z12140	Z12140.1	10090	54724
X02339	X02339.1	10090	54725
X16695	X16695.1	10090	54737
X16691	X16691.1	10090	54739
X63934	X63934.1	10090	54745
X64902	X64902.1	10090	54746
X63935	X63935.1	10090	54747
X63936	X63936.1	10090	54748
X63937	X63937.1	10090	54749
X63938	X63938.1	10090	54750
X63939	X63939.1	10090	54751
X62545	X62545.1	10090	54752
X62546	X62546.1	10090	54753
X62544	X62544.1	10090	54754
X16689	X16689.1	10090	54755
X16690	X16690.1	10090	54756
X16692	X16692.1	10090	54757
X16693	X16693.1	10090	54758
X16694	X16694.1	10090	54759
X61385	X61385.1	10090	54760
X56304	X56304.1	10090	54768
X16024	X16024.1	10090	54770
X57413	X57413.1	10090	54772
X17683	X17683.1	10090	54790
X56135	X56135.1	10090	54796
X60980	X60980.1	10090	54809
X12824	X12824.1	10090	54811
X13791	X13791.1	10090	54812
X03051	X03051.1	10090	54816
X03218	X03218.1	10090	54818
X03052	X03052.1	10090	54820
X53493	X53493.1	10090	54824
X67210	X67210.1	10090	54826
X67211	X67211.1	10090	54828
X06216	X06216.1	10090	54837
X06218	X06218.1	10090	54840
X57796	X57796.1	10090	54848
X52128	X52128.1	10092	54852
X52129	X52129.1	10092	54858
X14933	X14933.1	10090	54862
X17068	X17068.1	10090	54873
X17228	X17228.1	10090	54897
Y00460	Y00460.1	10090	54903
X07460	X07460.1	10090	54904
X07461	X07461.1	10090	54905
X01593	X01593.1	10090	54906
X04079	X04079.1	10090	54907
X01592	X01592.1	10090	54909
X15812	X15812.1	10090	54910
X59513	X59513.1	10090	54913
X57349	X57349.1	10090	54914
X57268	X57268.1	10090	54930
X61824	X61824.1	10090	54933
X61825	X61825.1	10090	54934
X61826	X61826.1	10090	54935
X61827	X61827.1	10090	54936
X61828	X61828.1	10090	54937
X61829	X61829.1	10090	54938
X61830	X61830.1	10090	54939
X61831	X61831.1	10090	54940
X61832	X61832.1	10090	54941
X61833	X61833.1	10090	54942
X61834	X61834.1	10090	54943
X61835	X61835.1	10090	54944
X61836	X61836.1	10090	54945
X61837	X61837.1	10090	54946
X61838	X61838.1	10090	54947
X61840	X61840.1	10090	54948
X61841	X61841.1	10090	54949
X61842	X61842.1	10090	54950
X61843	X61843.1	10090	54951
X61844	X61844.1	10090	54952
X61845	X61845.1	10090	54953
X61846	X61846.1	10090	54954
X61801	X61801.1	10090	54955
X61839	X61839.1	10090	54956
X61802	X61802.1	10090	54957
X61803	X61803.1	10090	54958
X61804	X61804.1	10090	54959
X61805	X61805.1	10090	54960
X61895	X61895.1	10090	54961
X61806	X61806.1	10090	54962
X61807	X61807.1	10090	54963
X61898	X61898.1	10090	54964
X61896	X61896.1	10090	54965
X61808	X61808.1	10090	54966
X61810	X61810.1	10090	54967
X61811	X61811.1	10090	54968
X61812	X61812.1	10090	54969
X61813	X61813.1	10090	54970
X61814	X61814.1	10090	54971
X61815	X61815.1	10090	54972
X61816	X61816.1	10090	54973
X61817	X61817.1	10090	54974
X61818	X61818.1	10090	54975
X61819	X61819.1	10090	54976
X61820	X61820.1	10090	54977
X61899	X61899.1	10090	54978
X61821	X61821.1	10090	54979
X61822	X61822.1	10090	54980
X61823	X61823.1	10090	54981
X61847	X61847.1	10090	54982
X61848	X61848.1	10090	54983
X61893	X61893.1	10090	54984
X61849	X61849.1	10090	54985
X61850	X61850.1	10090	54986
X61851	X61851.1	10090	54987
X61852	X61852.1	10090	54988
X61853	X61853.1	10090	54989
X61854	X61854.1	10090	54990
X61855	X61855.1	10090	54991
X61856	X61856.1	10090	54992
X61857	X61857.1	10090	54993
X61858	X61858.1	10090	54994
X61859	X61859.1	10090	54995
X61860	X61860.1	10090	54996
X61861	X61861.1	10090	54997
X61862	X61862.1	10090	54999
X61863	X61863.1	10090	55000
X61864	X61864.1	10090	55001
X61892	X61892.1	10090	55002
X61865	X61865.1	10090	55003
X61897	X61897.1	10090	55004
X61866	X61866.1	10090	55005
X61867	X61867.1	10090	55006
X61868	X61868.1	10090	55007
X61869	X61869.1	10090	55008
X61870	X61870.1	10090	55009
X61871	X61871.1	10090	55010
X61872	X61872.1	10090	55011
X61873	X61873.1	10090	55012
X61874	X61874.1	10090	55013
X61875	X61875.1	10090	55014
X61876	X61876.1	10090	55015
X61877	X61877.1	10090	55016
X61878	X61878.1	10090	55017
X61879	X61879.1	10090	55018
X61880	X61880.1	10090	55019
X61881	X61881.1	10090	55020
X61882	X61882.1	10090	55021
X61883	X61883.1	10090	55022
X61884	X61884.1	10090	55023
X61885	X61885.1	10090	55024
X61886	X61886.1	10090	55025
X61887	X61887.1	10090	55026
X61888	X61888.1	10090	55027
X61889	X61889.1	10090	55028
X61890	X61890.1	10090	55029
X61891	X61891.1	10090	55030
X17172	X17172.1	10090	55035
X17174	X17174.1	10090	55037
X17175	X17175.1	10090	55038
X17177	X17177.1	10090	55040
X17179	X17179.1	10090	55042
X17180	X17180.1	10090	55043
X17181	X17181.1	10090	55044
X17182	X17182.1	10090	55045
X17183	X17183.1	10090	55046
X51683	X51683.1	10090	55053
X53503	X53503.1	10090	55055
X63349	X63349.1	10090	55065
X54401	X54401.1	10090	55071
X54402	X54402.1	10090	55073
X54403	X54403.1	10090	55075
X17448	X17448.1	10090	55076
X17449	X17449.1	10090	55077
X17450	X17450.1	10090	55078
X17451	X17451.1	10090	55079
X17452	X17452.1	10090	55080
X17453	X17453.1	10090	55081
X17446	X17446.1	10090	55082
Y00131	Y00131.1	10090	55083
X17447	X17447.1	10090	55099
X64587	X64587.1	10090	55100
X07913	X07913.1	10090	55103
X14852	X14852.1	10090	55104
X14853	X14853.1	10090	55105
X14854	X14854.1	10090	55106
V00853	V00853.1	10090	55107
V00854	V00854.1	10090	55108
V00855	V00855.1	10090	55109
X06980	X06980.1	10090	55110
X54748	X54748.1	10090	55111
X54747	X54747.1	10090	55112
X07183	X07183.1	10090	55114
X60831	X60831.1	10090	55115
X51703	X51703.1	10090	55117
X63535	X63535.1	10090	55121
X52971	X52971.1	10090	55124
X02966	X02966.1	10090	55125
X06861	X06861.1	10090	55152
X60842	X60842.1	10090	55153
X60892	X60892.1	10090	55154
Z12772	Z12772.1	10090	55155
X60844	X60844.1	10090	55156
Z12773	Z12773.1	10090	55157
Z12774	Z12774.1	10090	55158
X60869	X60869.1	10090	55159
Z12775	Z12775.1	10090	55160
Z12776	Z12776.1	10090	55161
Z12777	Z12777.1	10090	55162
Z12778	Z12778.1	10090	55163
Z12779	Z12779.1	10090	55164
Z12780	Z12780.1	10090	55165
Z12781	Z12781.1	10090	55166
Z12782	Z12782.1	10090	55167
Z12783	Z12783.1	10090	55168
Z12807	Z12807.1	10090	55169
Z12784	Z12784.1	10090	55170
Z12785	Z12785.1	10090	55171
Z12786	Z12786.1	10090	55172
Z12788	Z12788.1	10090	55174
Z12789	Z12789.1	10090	55175
Z12790	Z12790.1	10090	55176
Z12791	Z12791.1	10090	55177
Z12792	Z12792.1	10090	55178
Z12793	Z12793.1	10090	55179
Z12794	Z12794.1	10090	55180
Z12795	Z12795.1	10090	55181
Z12796	Z12796.1	10090	55182
Z12797	Z12797.1	10090	55183
Z12798	Z12798.1	10090	55184
Z12799	Z12799.1	10090	55185
Z12800	Z12800.1	10090	55186
Z12801	Z12801.1	10090	55187
Z12802	Z12802.1	10090	55188
Z12803	Z12803.1	10090	55189
Z12804	Z12804.1	10090	55190
Z12805	Z12805.1	10090	55191
Z12806	Z12806.1	10090	55192
Z12808	Z12808.1	10090	55193
Z12809	Z12809.1	10090	55194
Z12810	Z12810.1	10090	55195
X60886	X60886.1	10090	55196
Z12811	Z12811.1	10090	55197
Z12812	Z12812.1	10090	55198
Z12814	Z12814.1	10090	55199
Z12813	Z12813.1	10090	55200
Z12815	Z12815.1	10090	55201
X60895	X60895.1	10090	55202
X60872	X60872.1	10090	55203
X60882	X60882.1	10090	55204
X60848	X60848.1	10090	55205
X60874	X60874.1	10090	55207
X60898	X60898.1	10090	55208
Z12816	Z12816.1	10090	55209
X60873	X60873.1	10090	55210
X60893	X60893.1	10090	55211
X60871	X60871.1	10090	55212
X62487	X62487.1	10090	55213
X60880	X60880.1	10090	55214
X06868	X06868.1	10090	55218
X60867	X60867.1	10090	55222
X60852	X60852.1	10090	55223
X17402	X17402.1	10090	55245
X55935	X55935.1	10090	55250
X53400	X53400.1	10090	55253
X14512	X14512.1	10090	55254
X59817	X59817.1	10090	55259
X14514	X14514.1	10090	55270
X14510	X14510.1	10090	55271
X60330	X60330.1	10090	55272
X60332	X60332.1	10090	55273
X60333	X60333.1	10090	55274
X60331	X60331.1	10090	55275
X60334	X60334.1	10090	55276
X60335	X60335.1	10090	55277
X60336	X60336.1	10090	55278
X52021	X52021.1	10090	55280
X51925	X51925.1	10090	55282
X51926	X51926.1	10090	55283
X55934	X55934.1	10090	55284
X51924	X51924.1	10090	55286
X55984	X55984.1	10090	55287
X59556	X59556.1	10090	55288
X54753	X54753.1	10090	55294
X00308	X00308.1	10090	55319
X66621	X66621.1	10090	55320
X66622	X66622.1	10090	55322
X66623	X66623.1	10090	55324
X66624	X66624.1	10090	55326
X66625	X66625.1	10090	55328
X66626	X66626.1	10090	55330
X66627	X66627.1	10090	55331
X66628	X66628.1	10090	55333
X66629	X66629.1	10090	55335
X66630	X66630.1	10090	55337
X66631	X66631.1	10090	55339
X66632	X66632.1	10090	55341
X66633	X66633.1	10090	55343
X66634	X66634.1	10090	55345
X66635	X66635.1	10090	55347
X66636	X66636.1	10090	55349
X66637	X66637.1	10090	55351
X66638	X66638.1	10090	55353
X66639	X66639.1	10090	55355
X66640	X66640.1	10090	55356
X66641	X66641.1	10090	55358
X66642	X66642.1	10090	55360
X66643	X66643.1	10090	55362
X66644	X66644.1	10090	55364
X66645	X66645.1	10090	55366
X66646	X66646.1	10090	55368
X58992	X58992.1	10090	55370
X60338	X60338.1	10090	55381
X60337	X60337.1	10090	55382
X60342	X60342.1	10090	55383
X60339	X60339.1	10090	55384
